id,year,targetName,populationStatus,priority,sourceCount,deckCount,primarySearchQuery,googleSearch,yugiohTopDecksSearch,konamiCoverageSearch,formatLibrarySearch,ygoprodeckSearch
2007-gadget,2007,Gadget,missing-source-and-deck,1,0,0,2007 Gadget yugioh decklist,https://www.google.com/search?q=2007%20Gadget%20yugioh%20decklist,https://www.google.com/search?q=2007%20Gadget%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2007%20Gadget%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2007%20Gadget%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2007%20Gadget
2007-zombie,2007,Zombie,missing-source-and-deck,1,0,0,2007 Zombie yugioh decklist,https://www.google.com/search?q=2007%20Zombie%20yugioh%20decklist,https://www.google.com/search?q=2007%20Zombie%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2007%20Zombie%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2007%20Zombie%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2007%20Zombie
2008-dark-armed-return,2008,Dark Armed Return,missing-source-and-deck,1,0,0,2008 Dark Armed Return yugioh decklist,https://www.google.com/search?q=2008%20Dark%20Armed%20Return%20yugioh%20decklist,https://www.google.com/search?q=2008%20Dark%20Armed%20Return%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2008%20Dark%20Armed%20Return%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2008%20Dark%20Armed%20Return%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2008%20Dark%20Armed%20Return
2008-gladiator-beast,2008,Gladiator Beast,missing-source-and-deck,1,0,0,2008 Gladiator Beast yugioh decklist,https://www.google.com/search?q=2008%20Gladiator%20Beast%20yugioh%20decklist,https://www.google.com/search?q=2008%20Gladiator%20Beast%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2008%20Gladiator%20Beast%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2008%20Gladiator%20Beast%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2008%20Gladiator%20Beast
2008-lightsworn,2008,Lightsworn,missing-source-and-deck,1,0,0,2008 Lightsworn yugioh decklist,https://www.google.com/search?q=2008%20Lightsworn%20yugioh%20decklist,https://www.google.com/search?q=2008%20Lightsworn%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2008%20Lightsworn%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2008%20Lightsworn%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2008%20Lightsworn
2008-zombie-synchro,2008,Zombie Synchro,missing-source-and-deck,1,0,0,2008 Zombie Synchro yugioh decklist,https://www.google.com/search?q=2008%20Zombie%20Synchro%20yugioh%20decklist,https://www.google.com/search?q=2008%20Zombie%20Synchro%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2008%20Zombie%20Synchro%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2008%20Zombie%20Synchro%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2008%20Zombie%20Synchro
2009-cat-synchro,2009,Cat Synchro,missing-source-and-deck,1,0,0,2009 Cat Synchro yugioh decklist,https://www.google.com/search?q=2009%20Cat%20Synchro%20yugioh%20decklist,https://www.google.com/search?q=2009%20Cat%20Synchro%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2009%20Cat%20Synchro%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2009%20Cat%20Synchro%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2009%20Cat%20Synchro
2009-gladiator-beast,2009,Gladiator Beast,missing-source-and-deck,1,0,0,2009 Gladiator Beast yugioh decklist,https://www.google.com/search?q=2009%20Gladiator%20Beast%20yugioh%20decklist,https://www.google.com/search?q=2009%20Gladiator%20Beast%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2009%20Gladiator%20Beast%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2009%20Gladiator%20Beast%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2009%20Gladiator%20Beast
2009-lightsworn,2009,Lightsworn,missing-source-and-deck,1,0,0,2009 Lightsworn yugioh decklist,https://www.google.com/search?q=2009%20Lightsworn%20yugioh%20decklist,https://www.google.com/search?q=2009%20Lightsworn%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2009%20Lightsworn%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2009%20Lightsworn%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2009%20Lightsworn
2009-twilight,2009,Twilight,missing-source-and-deck,1,0,0,2009 Twilight yugioh decklist,https://www.google.com/search?q=2009%20Twilight%20yugioh%20decklist,https://www.google.com/search?q=2009%20Twilight%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2009%20Twilight%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2009%20Twilight%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2009%20Twilight
2010-blackwing,2010,Blackwing,missing-source-and-deck,1,0,0,2010 Blackwing yugioh decklist,https://www.google.com/search?q=2010%20Blackwing%20yugioh%20decklist,https://www.google.com/search?q=2010%20Blackwing%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2010%20Blackwing%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2010%20Blackwing%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2010%20Blackwing
2010-frog-monarch,2010,Frog Monarch,missing-source-and-deck,1,0,0,2010 Frog Monarch yugioh decklist,https://www.google.com/search?q=2010%20Frog%20Monarch%20yugioh%20decklist,https://www.google.com/search?q=2010%20Frog%20Monarch%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2010%20Frog%20Monarch%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2010%20Frog%20Monarch%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2010%20Frog%20Monarch
2010-infernity,2010,Infernity,missing-source-and-deck,1,0,0,2010 Infernity yugioh decklist,https://www.google.com/search?q=2010%20Infernity%20yugioh%20decklist,https://www.google.com/search?q=2010%20Infernity%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2010%20Infernity%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2010%20Infernity%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2010%20Infernity
2010-quickdraw-dandywarrior,2010,Quickdraw Dandywarrior,missing-source-and-deck,1,0,0,2010 Quickdraw Dandywarrior yugioh decklist,https://www.google.com/search?q=2010%20Quickdraw%20Dandywarrior%20yugioh%20decklist,https://www.google.com/search?q=2010%20Quickdraw%20Dandywarrior%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2010%20Quickdraw%20Dandywarrior%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2010%20Quickdraw%20Dandywarrior%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2010%20Quickdraw%20Dandywarrior
2011-agents,2011,Agents,missing-source-and-deck,1,0,0,2011 Agents yugioh decklist,https://www.google.com/search?q=2011%20Agents%20yugioh%20decklist,https://www.google.com/search?q=2011%20Agents%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2011%20Agents%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2011%20Agents%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2011%20Agents
2011-gravekeeper,2011,Gravekeeper,missing-source-and-deck,1,0,0,2011 Gravekeeper yugioh decklist,https://www.google.com/search?q=2011%20Gravekeeper%20yugioh%20decklist,https://www.google.com/search?q=2011%20Gravekeeper%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2011%20Gravekeeper%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2011%20Gravekeeper%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2011%20Gravekeeper
2011-plant-synchro,2011,Plant Synchro,missing-source-and-deck,1,0,0,2011 Plant Synchro yugioh decklist,https://www.google.com/search?q=2011%20Plant%20Synchro%20yugioh%20decklist,https://www.google.com/search?q=2011%20Plant%20Synchro%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2011%20Plant%20Synchro%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2011%20Plant%20Synchro%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2011%20Plant%20Synchro
2011-six-samurai,2011,Six Samurai,missing-source-and-deck,1,0,0,2011 Six Samurai yugioh decklist,https://www.google.com/search?q=2011%20Six%20Samurai%20yugioh%20decklist,https://www.google.com/search?q=2011%20Six%20Samurai%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2011%20Six%20Samurai%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2011%20Six%20Samurai%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2011%20Six%20Samurai
2011-tengu-plant,2011,Tengu Plant,missing-source-and-deck,1,0,0,2011 Tengu Plant yugioh decklist,https://www.google.com/search?q=2011%20Tengu%20Plant%20yugioh%20decklist,https://www.google.com/search?q=2011%20Tengu%20Plant%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2011%20Tengu%20Plant%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2011%20Tengu%20Plant%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2011%20Tengu%20Plant
2012-chaos-dragon,2012,Chaos Dragon,missing-source-and-deck,1,0,0,2012 Chaos Dragon yugioh decklist,https://www.google.com/search?q=2012%20Chaos%20Dragon%20yugioh%20decklist,https://www.google.com/search?q=2012%20Chaos%20Dragon%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2012%20Chaos%20Dragon%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2012%20Chaos%20Dragon%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2012%20Chaos%20Dragon
2012-dino-rabbit,2012,Dino Rabbit,missing-source-and-deck,1,0,0,2012 Dino Rabbit yugioh decklist,https://www.google.com/search?q=2012%20Dino%20Rabbit%20yugioh%20decklist,https://www.google.com/search?q=2012%20Dino%20Rabbit%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2012%20Dino%20Rabbit%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2012%20Dino%20Rabbit%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2012%20Dino%20Rabbit
2012-hero-beat,2012,Hero Beat,missing-source-and-deck,1,0,0,2012 Hero Beat yugioh decklist,https://www.google.com/search?q=2012%20Hero%20Beat%20yugioh%20decklist,https://www.google.com/search?q=2012%20Hero%20Beat%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2012%20Hero%20Beat%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2012%20Hero%20Beat%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2012%20Hero%20Beat
2012-inzektor,2012,Inzektor,missing-source-and-deck,1,0,0,2012 Inzektor yugioh decklist,https://www.google.com/search?q=2012%20Inzektor%20yugioh%20decklist,https://www.google.com/search?q=2012%20Inzektor%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2012%20Inzektor%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2012%20Inzektor%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2012%20Inzektor
2012-wind-up,2012,Wind-Up,missing-source-and-deck,1,0,0,2012 Wind-Up yugioh decklist,https://www.google.com/search?q=2012%20Wind-Up%20yugioh%20decklist,https://www.google.com/search?q=2012%20Wind-Up%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2012%20Wind-Up%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2012%20Wind-Up%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2012%20Wind-Up
2013-evilswarm,2013,Evilswarm,missing-source-and-deck,1,0,0,2013 Evilswarm yugioh decklist,https://www.google.com/search?q=2013%20Evilswarm%20yugioh%20decklist,https://www.google.com/search?q=2013%20Evilswarm%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2013%20Evilswarm%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2013%20Evilswarm%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2013%20Evilswarm
2013-fire-fist,2013,Fire Fist,missing-source-and-deck,1,0,0,2013 Fire Fist yugioh decklist,https://www.google.com/search?q=2013%20Fire%20Fist%20yugioh%20decklist,https://www.google.com/search?q=2013%20Fire%20Fist%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2013%20Fire%20Fist%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2013%20Fire%20Fist%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2013%20Fire%20Fist
2013-mermail,2013,Mermail,missing-source-and-deck,1,0,0,2013 Mermail yugioh decklist,https://www.google.com/search?q=2013%20Mermail%20yugioh%20decklist,https://www.google.com/search?q=2013%20Mermail%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2013%20Mermail%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2013%20Mermail%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2013%20Mermail
2013-spellbook,2013,Spellbook,missing-source-and-deck,1,0,0,2013 Spellbook yugioh decklist,https://www.google.com/search?q=2013%20Spellbook%20yugioh%20decklist,https://www.google.com/search?q=2013%20Spellbook%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2013%20Spellbook%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2013%20Spellbook%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2013%20Spellbook
2014-bujin,2014,Bujin,missing-source-and-deck,1,0,0,2014 Bujin yugioh decklist,https://www.google.com/search?q=2014%20Bujin%20yugioh%20decklist,https://www.google.com/search?q=2014%20Bujin%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2014%20Bujin%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2014%20Bujin%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2014%20Bujin
2014-fire-fist,2014,Fire Fist,missing-source-and-deck,1,0,0,2014 Fire Fist yugioh decklist,https://www.google.com/search?q=2014%20Fire%20Fist%20yugioh%20decklist,https://www.google.com/search?q=2014%20Fire%20Fist%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2014%20Fire%20Fist%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2014%20Fire%20Fist%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2014%20Fire%20Fist
2014-geargia,2014,Geargia,missing-source-and-deck,1,0,0,2014 Geargia yugioh decklist,https://www.google.com/search?q=2014%20Geargia%20yugioh%20decklist,https://www.google.com/search?q=2014%20Geargia%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2014%20Geargia%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2014%20Geargia%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2014%20Geargia
2014-hat,2014,HAT,missing-source-and-deck,1,0,0,2014 HAT yugioh decklist,https://www.google.com/search?q=2014%20HAT%20yugioh%20decklist,https://www.google.com/search?q=2014%20HAT%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2014%20HAT%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2014%20HAT%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2014%20HAT
2014-mermail,2014,Mermail,missing-source-and-deck,1,0,0,2014 Mermail yugioh decklist,https://www.google.com/search?q=2014%20Mermail%20yugioh%20decklist,https://www.google.com/search?q=2014%20Mermail%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2014%20Mermail%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2014%20Mermail%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2014%20Mermail
2015-burning-abyss,2015,Burning Abyss,missing-source-and-deck,1,0,0,2015 Burning Abyss yugioh decklist,https://www.google.com/search?q=2015%20Burning%20Abyss%20yugioh%20decklist,https://www.google.com/search?q=2015%20Burning%20Abyss%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2015%20Burning%20Abyss%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2015%20Burning%20Abyss%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2015%20Burning%20Abyss
2015-nekroz,2015,Nekroz,missing-source-and-deck,1,0,0,2015 Nekroz yugioh decklist,https://www.google.com/search?q=2015%20Nekroz%20yugioh%20decklist,https://www.google.com/search?q=2015%20Nekroz%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2015%20Nekroz%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2015%20Nekroz%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2015%20Nekroz
2015-qliphort,2015,Qliphort,missing-source-and-deck,1,0,0,2015 Qliphort yugioh decklist,https://www.google.com/search?q=2015%20Qliphort%20yugioh%20decklist,https://www.google.com/search?q=2015%20Qliphort%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2015%20Qliphort%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2015%20Qliphort%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2015%20Qliphort
2015-satellarknight,2015,Satellarknight,missing-source-and-deck,1,0,0,2015 Satellarknight yugioh decklist,https://www.google.com/search?q=2015%20Satellarknight%20yugioh%20decklist,https://www.google.com/search?q=2015%20Satellarknight%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2015%20Satellarknight%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2015%20Satellarknight%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2015%20Satellarknight
2015-shaddoll,2015,Shaddoll,missing-source-and-deck,1,0,0,2015 Shaddoll yugioh decklist,https://www.google.com/search?q=2015%20Shaddoll%20yugioh%20decklist,https://www.google.com/search?q=2015%20Shaddoll%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2015%20Shaddoll%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2015%20Shaddoll%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2015%20Shaddoll
2016-blue-eyes,2016,Blue-Eyes,missing-source-and-deck,1,0,0,2016 Blue-Eyes yugioh decklist,https://www.google.com/search?q=2016%20Blue-Eyes%20yugioh%20decklist,https://www.google.com/search?q=2016%20Blue-Eyes%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2016%20Blue-Eyes%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2016%20Blue-Eyes%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2016%20Blue-Eyes
2016-burning-abyss,2016,Burning Abyss,missing-source-and-deck,1,0,0,2016 Burning Abyss yugioh decklist,https://www.google.com/search?q=2016%20Burning%20Abyss%20yugioh%20decklist,https://www.google.com/search?q=2016%20Burning%20Abyss%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2016%20Burning%20Abyss%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2016%20Burning%20Abyss%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2016%20Burning%20Abyss
2016-kozmo,2016,Kozmo,missing-source-and-deck,1,0,0,2016 Kozmo yugioh decklist,https://www.google.com/search?q=2016%20Kozmo%20yugioh%20decklist,https://www.google.com/search?q=2016%20Kozmo%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2016%20Kozmo%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2016%20Kozmo%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2016%20Kozmo
2016-monarch,2016,Monarch,missing-source-and-deck,1,0,0,2016 Monarch yugioh decklist,https://www.google.com/search?q=2016%20Monarch%20yugioh%20decklist,https://www.google.com/search?q=2016%20Monarch%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2016%20Monarch%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2016%20Monarch%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2016%20Monarch
2016-performapal-performage,2016,Performapal Performage,missing-source-and-deck,1,0,0,2016 Performapal Performage yugioh decklist,https://www.google.com/search?q=2016%20Performapal%20Performage%20yugioh%20decklist,https://www.google.com/search?q=2016%20Performapal%20Performage%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2016%20Performapal%20Performage%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2016%20Performapal%20Performage%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2016%20Performapal%20Performage
2017-dinosaur,2017,Dinosaur,missing-source-and-deck,1,0,0,2017 Dinosaur yugioh decklist,https://www.google.com/search?q=2017%20Dinosaur%20yugioh%20decklist,https://www.google.com/search?q=2017%20Dinosaur%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2017%20Dinosaur%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2017%20Dinosaur%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2017%20Dinosaur
2017-pendulum-magician,2017,Pendulum Magician,missing-source-and-deck,1,0,0,2017 Pendulum Magician yugioh decklist,https://www.google.com/search?q=2017%20Pendulum%20Magician%20yugioh%20decklist,https://www.google.com/search?q=2017%20Pendulum%20Magician%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2017%20Pendulum%20Magician%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2017%20Pendulum%20Magician%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2017%20Pendulum%20Magician
2017-spyral,2017,SPYRAL,missing-source-and-deck,1,0,0,2017 SPYRAL yugioh decklist,https://www.google.com/search?q=2017%20SPYRAL%20yugioh%20decklist,https://www.google.com/search?q=2017%20SPYRAL%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2017%20SPYRAL%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2017%20SPYRAL%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2017%20SPYRAL
2017-true-draco,2017,True Draco,missing-source-and-deck,1,0,0,2017 True Draco yugioh decklist,https://www.google.com/search?q=2017%20True%20Draco%20yugioh%20decklist,https://www.google.com/search?q=2017%20True%20Draco%20site%3Ayugiohtopdecks.org,https://www.google.com/search?q=2017%20True%20Draco%20site%3Ayugiohblog.konami.com,https://www.google.com/search?q=2017%20True%20Draco%20site%3Aformatlibrary.com,https://ygoprodeck.com/?s=2017%20True%20Draco
